order_id,order_date,customer_id,product_id,quantity,unit_price,sales,profit,city,region,segment,source_file,source_system,ingestion_timestamp,ingestion_id
O004544,2026-03-19,C0500,P058,5,55945.75,279728.75,94261.8,Chennai,South,Consumer,orders.csv,RetailMart,2026-07-21T13:08:30,f2d9c79e-4f77-4469-9039-c966a7a0d48d
O004545,2025-06-11,C0318,P062,6,31007.19,186043.14,67924.56,Ahmedabad,West,Consumer,orders.csv,RetailMart,2026-07-21T13:08:30,df6a8e21-6937-4b71-b5a9-50e1fc59bd74
O004546,2025-03-21,C0415,P073,2,1124.74,2249.48,736.34,Ahmedabad,West,Home Office,orders.csv,RetailMart,2026-07-21T13:08:30,414a167c-bf0e-4d82-b072-4bf7e239bd50
O004547,2025-02-25,C0440,P090,7,4940.14,34580.98,8082.97,Chandigarh,North,Consumer,orders.csv,RetailMart,2026-07-21T13:08:30,b3cf0c30-7d6a-43d5-9454-2ec50ab2d4a3
O004548,2025-09-30,C0448,P087,6,541.1,3246.6,1415.7,Bhopal,Central,Home Office,orders.csv,RetailMart,2026-07-21T13:08:30,6ce90dd6-f14b-47ee-99f9-67eb1ce98ad3
O004549,2025-10-01,C0255,P043,1,11298.17,11298.17,3210.01,Pune,West,Consumer,orders.csv,RetailMart,2026-07-21T13:08:30,6dd2107c-7bdf-413e-8434-025c8b0a388c
O004550,2025-09-08,C0119,P021,1,70857.3,70857.3,30891.68,Ahmedabad,West,Consumer,orders.csv,RetailMart,2026-07-21T13:08:30,e374bb2d-d02e-4858-a389-ed07fa5663cb
O004551,2026-03-15,C0024,P085,7,16911.5,118380.5,24164.77,Lucknow,North,Home Office,orders.csv,RetailMart,2026-07-21T13:08:30,351ff93a-fec6-4d09-9d2b-76b3d3795e9b
O004552,2026-01-04,C0151,P017,4,20184.37,80737.48,30895.44,Pune,West,Home Office,orders.csv,RetailMart,2026-07-21T13:08:30,4635fb75-feb5-4241-b3ae-9f63eee78c42
O004553,2026-03-25,C0011,P086,4,55810.37,223241.48,98278.96,Delhi,North,Corporate,orders.csv,RetailMart,2026-07-21T13:08:30,fcdf9a46-f069-4e26-8d81-7d7f431fdc08
O004554,2025-01-27,C0039,P043,4,11298.17,45192.68,12840.04,Chennai,South,Consumer,orders.csv,RetailMart,2026-07-21T13:08:30,804c67e0-b203-4acc-bbb6-51e3508bc4c6
O004555,2025-08-05,C0354,P094,4,10688.52,42754.08,13415.24,Kolkata,East,Corporate,orders.csv,RetailMart,2026-07-21T13:08:30,a66f1242-9aa5-49e5-b3e1-f1bfa28ad028
O004556,2026-02-20,C0319,P037,3,27964.43,83893.29,25623.75,Bhopal,Central,Home Office,orders.csv,RetailMart,2026-07-21T13:08:30,54b97ca2-0c04-43da-a8a4-26c045e0a9b5
O004557,2026-04-02,C0296,P027,3,45602.9,136808.7,42569.37,Bhopal,Central,Corporate,orders.csv,RetailMart,2026-07-21T13:08:30,65ec015b-a79b-4069-ad47-a0c7fa1daa17
O004558,2026-02-10,C0265,P008,6,78288.81,469732.86,190385.76,Pune,West,Home Office,orders.csv,RetailMart,2026-07-21T13:08:30,3f575820-dfff-48b1-bf90-d39d1f13f9ae
O004559,2026-06-29,C0134,P097,7,62464.02,437248.14,173971.77,Pune,West,Corporate,orders.csv,RetailMart,2026-07-21T13:08:30,cd809776-0362-4289-b2fe-19582c957bd2
O004560,2026-04-22,C0189,P093,6,3489.65,20937.9,8281.32,Kolkata,East,Consumer,orders.csv,RetailMart,2026-07-21T13:08:30,ebb413e1-e705-44d1-944d-27404a02f25a
O004561,2026-06-13,C0274,P028,2,72905.03,145810.06,47394.72,Delhi,North,Home Office,orders.csv,RetailMart,2026-07-21T13:08:30,b94daa15-4c28-4d3e-a85a-52500b47c52f
O004562,2025-10-20,C0252,P093,4,3489.65,13958.6,5520.88,Jaipur,North,Corporate,orders.csv,RetailMart,2026-07-21T13:08:30,254e8caa-b49b-4524-9664-a49cd2335d5f
O004563,2025-03-01,C0037,P041,4,62487.13,249948.52,98817.32,Jaipur,North,Corporate,orders.csv,RetailMart,2026-07-21T13:08:30,3ac847ea-75f3-47f9-8627-e6dbfdea925e
O004564,2026-01-19,C0082,P060,2,28412.52,56825.04,11787.84,Delhi,North,Home Office,orders.csv,RetailMart,2026-07-21T13:08:30,1b4eb666-5e13-4906-a22a-a820a3aed23d
O004565,2025-08-11,C0231,P041,1,62487.13,62487.13,24704.33,Bengaluru,South,Home Office,orders.csv,RetailMart,2026-07-21T13:08:30,d62f1b46-4ea8-4b0c-9967-bd2c0abb37ed
O004566,2025-01-16,C0272,P058,2,55945.75,111891.5,37704.72,Bhopal,Central,Consumer,orders.csv,RetailMart,2026-07-21T13:08:30,267777be-d0f1-468d-ac9e-f51a5332ef35
O004567,2025-06-08,C0468,P096,7,72358.05,506506.35,206701.46,Bengaluru,South,Home Office,orders.csv,RetailMart,2026-07-21T13:08:30,0a1adf80-67a0-41c6-8c53-6046856fdeec
O004568,2025-01-04,C0302,P015,7,74385.42,520697.94,114654.82,Kolkata,East,Home Office,orders.csv,RetailMart,2026-07-21T13:08:30,4d2a81c8-3a4c-410f-a690-190a8b567791
O004569,2026-04-18,C0236,P086,6,55810.37,334862.22,147418.44,Pune,West,Consumer,orders.csv,RetailMart,2026-07-21T13:08:30,f6da8e91-68ab-49e7-bbc5-7e3e453ce06d
O004570,2025-03-25,C0249,P010,1,9887.42,9887.42,4392.88,Delhi,North,Corporate,orders.csv,RetailMart,2026-07-21T13:08:30,64f68671-34e3-4614-8116-b9ad0432657d
O004571,2025-04-12,C0029,P045,1,7255.16,7255.16,1431.42,Pune,West,Home Office,orders.csv,RetailMart,2026-07-21T13:08:30,db49763a-3bd9-4537-bb44-8eb779d718ee
O004572,2025-02-01,C0210,P074,5,70172.93,350864.65,129908.7,Chandigarh,North,Corporate,orders.csv,RetailMart,2026-07-21T13:08:30,2bbc8207-1eaa-4b43-844c-8c3c79d18e1b
O004573,2025-07-29,C0452,P055,3,41873.65,125620.95,36192.63,Bengaluru,South,Consumer,orders.csv,RetailMart,2026-07-21T13:08:30,9eccee99-1ead-4f12-a6f3-71d32764a85e
O004574,2025-08-21,C0425,P047,2,68091.08,136182.16,39452.76,Chennai,South,Home Office,orders.csv,RetailMart,2026-07-21T13:08:30,3233efcc-7bd9-41b0-9a6c-483792b6c1b9
O004575,2025-05-01,C0035,P001,3,55441.98,166325.94,35889.390000000014,Delhi,North,Home Office,orders.csv,RetailMart,2026-07-21T13:08:30,0a391d71-92a8-46c6-a705-1a38ed699566
O004576,2025-03-05,C0175,P007,5,26433.62,132168.1,54341.5,Bengaluru,South,Home Office,orders.csv,RetailMart,2026-07-21T13:08:30,427c50be-5f86-4875-a642-1af7a91d1002
O004577,2025-06-03,C0109,P098,1,23072.83,23072.83,5960.31,Chennai,South,Consumer,orders.csv,RetailMart,2026-07-21T13:08:30,5eb6f976-8a51-447d-9bbc-3350195a133a
O004578,2025-03-11,C0251,P031,3,40661.34,121984.02,41162.28,Bhopal,Central,Corporate,orders.csv,RetailMart,2026-07-21T13:08:30,981359be-f51f-47af-baaa-3bcb964f67b5
O004579,2026-05-21,C0212,P076,5,25719.67,128598.35,25979.55,Hyderabad,South,Consumer,orders.csv,RetailMart,2026-07-21T13:08:30,cbb1b300-c072-445b-a6c8-afa89d4127b9
O004580,2025-12-02,C0350,P079,4,24189.5,96758.0,21677.48,Pune,West,Corporate,orders.csv,RetailMart,2026-07-21T13:08:30,11f51dc8-14e0-41ab-bbba-8d3a7f7aff7f
O004581,2025-08-10,C0290,P082,4,7760.23,31040.92,6450.32,Chandigarh,North,Home Office,orders.csv,RetailMart,2026-07-21T13:08:30,b8c516c4-896f-4105-87c5-6bc56f799b22
O004582,2026-03-13,C0036,P086,4,55810.37,223241.48,98278.96,Kolkata,East,Home Office,orders.csv,RetailMart,2026-07-21T13:08:30,274a1c27-30ab-47b9-8b12-cf803a6a7cfb
O004583,2025-09-24,C0340,P001,5,55441.98,277209.9,59815.65000000002,Jaipur,North,Consumer,orders.csv,RetailMart,2026-07-21T13:08:30,1d82a752-88ba-4eef-9e28-921cde3ea06f
O004584,2025-02-17,C0120,P027,5,45602.9,228014.5,70948.95,Pune,West,Corporate,orders.csv,RetailMart,2026-07-21T13:08:30,73b070b4-af10-4724-b063-24c8d452df53
O004585,2025-01-05,C0304,P085,1,16911.5,16911.5,3452.11,Pune,West,Home Office,orders.csv,RetailMart,2026-07-21T13:08:30,98c779a5-94cf-41cf-93e2-ca92ce41dbc2
O004586,2026-06-25,C0031,P074,6,70172.93,421037.58,155890.44,Chandigarh,North,Corporate,orders.csv,RetailMart,2026-07-21T13:08:30,4a0fd9ec-50ed-4d23-bf54-dabe6c500d63
O004587,2025-07-23,C0015,P049,1,80416.62,80416.62,30685.9,Chandigarh,North,Consumer,orders.csv,RetailMart,2026-07-21T13:08:30,e8af387b-c606-43a4-b4ff-d3136659ab88
O004588,2026-03-17,C0154,P061,7,64834.23,453839.61,171077.34,Hyderabad,South,Consumer,orders.csv,RetailMart,2026-07-21T13:08:30,dea00cb5-36e3-4db0-bf24-47e020906dfd
O004589,2025-05-18,C0032,P025,2,66273.23,132546.46,36653.0,Hyderabad,South,Home Office,orders.csv,RetailMart,2026-07-21T13:08:30,fc3d3f28-b88e-4627-871f-1227659d64be
O004590,2026-05-30,C0177,P061,6,64834.23,389005.38,146637.72,Bhopal,Central,Consumer,orders.csv,RetailMart,2026-07-21T13:08:30,587b6549-391d-4b77-ac37-b03c307a4154
O004591,2025-07-26,C0352,P030,2,22708.06,45416.12,18723.36,Ahmedabad,West,Home Office,orders.csv,RetailMart,2026-07-21T13:08:30,1039ad5b-8b33-4d2e-a12a-ff65ee932657
O004592,2025-04-07,C0400,P100,3,4708.17,14124.51,4005.66,Bhopal,Central,Home Office,orders.csv,RetailMart,2026-07-21T13:08:30,803fbb15-c0a7-4492-b424-c8b3bc53f2d3
O004593,2025-11-19,C0003,P008,5,78288.81,391444.05,158654.8,Lucknow,North,Consumer,orders.csv,RetailMart,2026-07-21T13:08:30,f1a305cb-2801-4f86-a32a-ce6f760919b9
O004594,2025-04-09,C0322,P003,4,20177.37,80709.48,20062.44,Delhi,North,Home Office,orders.csv,RetailMart,2026-07-21T13:08:30,8d001dda-a1b5-4d79-8406-eadf83fc3623
O004595,2025-12-27,C0169,P063,2,13464.38,26928.76,11043.44,Jaipur,North,Corporate,orders.csv,RetailMart,2026-07-21T13:08:30,d22d4a1d-676b-45aa-8d37-b9939a776c91
O004596,2025-07-29,C0145,P052,4,48055.61,192222.44,56790.92,Bengaluru,South,Corporate,orders.csv,RetailMart,2026-07-21T13:08:30,3f3b3751-4b5b-4c28-9852-2b0a8443337f
O004597,2025-12-18,C0064,P058,7,55945.75,391620.25,131966.52,Bhopal,Central,Corporate,orders.csv,RetailMart,2026-07-21T13:08:30,0c76b45b-1e91-4e9f-81a1-1f39bdf6eedd
O004598,2026-03-10,C0373,P081,1,56609.95,56609.95,15537.52,Bhopal,Central,Consumer,orders.csv,RetailMart,2026-07-21T13:08:30,922ed8b9-089b-4ff3-a4c9-dd900675c330
O004599,2026-05-05,C0122,P067,7,66343.2,464402.4,148873.55,Hyderabad,South,Home Office,orders.csv,RetailMart,2026-07-21T13:08:30,7b64ec5d-4ab6-4136-8cd2-6b4252f37fe2
O004600,2025-03-14,C0208,P084,5,12225.42,61127.1,14687.15,Delhi,North,Consumer,orders.csv,RetailMart,2026-07-21T13:08:30,35581a22-29e1-4929-93ce-80391a240364
O004601,2026-05-03,C0120,P096,7,72358.05,506506.35,206701.46,Pune,West,Corporate,orders.csv,RetailMart,2026-07-21T13:08:30,dd5c22cd-0792-433b-bbb3-f7512aa530fc
O004602,2025-01-12,C0193,P033,6,31194.05,187164.3,67674.18,Delhi,North,Consumer,orders.csv,RetailMart,2026-07-21T13:08:30,5b3a44c8-1fd1-4e42-934b-5eb2a12e4d42
O004603,2025-08-28,C0449,P061,5,64834.23,324171.15,122198.1,Delhi,North,Corporate,orders.csv,RetailMart,2026-07-21T13:08:30,204afd8a-5e47-48ac-9483-3c3474f575a6
O004604,2025-10-14,C0490,P075,1,39019.9,39019.9,12899.01,Hyderabad,South,Corporate,orders.csv,RetailMart,2026-07-21T13:08:30,d69f6697-4f15-4df6-b56a-d591ceb32da4
O004605,2025-05-14,C0430,P008,6,78288.81,469732.86,190385.76,Chennai,South,Home Office,orders.csv,RetailMart,2026-07-21T13:08:30,b009b673-d308-45b0-9a7d-11aac7abb072
O004606,2025-01-21,C0254,P089,4,20337.91,81351.64,17951.04,Bengaluru,South,Consumer,orders.csv,RetailMart,2026-07-21T13:08:30,b32c50f4-680f-4275-b371-0a31b52eabfc
O004607,2025-06-09,C0011,P074,7,70172.93,491210.51,181872.18,Delhi,North,Corporate,orders.csv,RetailMart,2026-07-21T13:08:30,e13c084f-a9d3-451b-881b-d66fc1266b25
O004608,2025-10-18,C0468,P046,1,11748.68,11748.68,2245.2,Bengaluru,South,Home Office,orders.csv,RetailMart,2026-07-21T13:08:30,556963ed-094f-48fb-8310-40d44b15870d
O004609,2025-12-23,C0487,P026,7,66232.37,463626.59,191788.8,Kolkata,East,Home Office,orders.csv,RetailMart,2026-07-21T13:08:30,930984a6-e532-4b37-ab79-afbb90316da5
O004610,2025-02-16,C0199,P070,3,10141.2,30423.6,6704.01,Lucknow,North,Home Office,orders.csv,RetailMart,2026-07-21T13:08:30,0cb856fc-1f16-4ece-a4a6-4a4c7defa795
O004611,2026-02-12,C0436,P038,4,72139.76,288559.04,79007.88,Pune,West,Home Office,orders.csv,RetailMart,2026-07-21T13:08:30,00cb909e-e6ff-499c-bb90-6017d0d77a2e
O004612,2025-10-25,C0042,P073,3,1124.74,3374.22,1104.51,Ahmedabad,West,Corporate,orders.csv,RetailMart,2026-07-21T13:08:30,731456eb-1cf2-440d-ad5c-c93b068397cb
O004613,2025-02-28,C0229,P078,2,84748.18,169496.36,36037.64,Mumbai,West,Corporate,orders.csv,RetailMart,2026-07-21T13:08:30,30d018bc-0f2c-46e7-81eb-06eb0e870c49
O004614,2025-12-26,C0206,P012,2,4613.19,9226.38,2679.26,Kolkata,East,Corporate,orders.csv,RetailMart,2026-07-21T13:08:30,c8feac65-af12-4876-88c1-598f07987b92
O004615,2026-03-22,C0410,P070,3,10141.2,30423.6,6704.01,Jaipur,North,Consumer,orders.csv,RetailMart,2026-07-21T13:08:30,fbc7ff4f-5498-4033-9ef2-c174c9058a8c
O004616,2025-10-10,C0204,P019,6,4262.66,25575.96,8929.2,Ahmedabad,West,Home Office,orders.csv,RetailMart,2026-07-21T13:08:30,2c34dd12-e2f2-47d0-b4c8-9155ef4aad08
O004617,2025-05-03,C0186,P067,6,66343.2,398059.2,127605.9,Hyderabad,South,Home Office,orders.csv,RetailMart,2026-07-21T13:08:30,697f3adc-f722-4c21-8c2c-93eb851f2c49
O004618,2025-12-16,C0059,P052,1,48055.61,48055.61,14197.73,Kolkata,East,Consumer,orders.csv,RetailMart,2026-07-21T13:08:30,38565b72-5ef6-4ecf-8eec-8d5060fab731
O004619,2025-07-25,C0220,P022,5,78617.57,393087.85,166370.3,Bhopal,Central,Consumer,orders.csv,RetailMart,2026-07-21T13:08:30,cf12eb45-9d66-4680-9021-5a956ffb779c
O004620,2026-05-09,C0195,P022,5,78617.57,393087.85,166370.3,Kolkata,East,Corporate,orders.csv,RetailMart,2026-07-21T13:08:30,657ace9e-dc59-481d-967b-671ade846db6
O004621,2025-03-08,C0310,P024,6,83265.14,499590.84,116631.0,Pune,West,Home Office,orders.csv,RetailMart,2026-07-21T13:08:30,bd7363da-e6ef-4092-8dc8-793c3045262e
O004622,2025-01-25,C0145,P004,6,69423.02,416538.12,175602.0,Bengaluru,South,Corporate,orders.csv,RetailMart,2026-07-21T13:08:30,dc899297-6718-4e22-8f1c-44cb2d46be2e
O004623,2025-11-29,C0274,P020,2,44557.1,89114.2,37655.08,Delhi,North,Home Office,orders.csv,RetailMart,2026-07-21T13:08:30,2546f480-427f-4e91-bdc0-8379816a88f9
O004624,2025-06-06,C0402,P002,2,38624.92,77249.84,29593.12,Bhopal,Central,Consumer,orders.csv,RetailMart,2026-07-21T13:08:30,08bfcebc-6ce0-4fa5-85bc-d3ac24175e05
O004625,2025-08-09,C0472,P006,2,12493.03,24986.06,5680.34,Kolkata,East,Corporate,orders.csv,RetailMart,2026-07-21T13:08:30,775c7dc8-9f78-4389-829b-6e39d777c1fc
O004626,2025-11-29,C0163,P005,4,5732.18,22928.72,6637.92,Kolkata,East,Corporate,orders.csv,RetailMart,2026-07-21T13:08:30,82ad6cf8-6594-4bd5-b05a-ed2d403a8e3d
O004627,2026-02-05,C0089,P069,1,61032.2,61032.2,11790.04,Bengaluru,South,Consumer,orders.csv,RetailMart,2026-07-21T13:08:30,23d857a5-702a-4920-8ac7-e608c76f5eb3
O004628,2026-04-21,C0130,P023,2,71716.38,143432.76,29587.84,Lucknow,North,Consumer,orders.csv,RetailMart,2026-07-21T13:08:30,92dca935-0a4c-4b02-8d8f-21c2fb6451ba
O004629,2025-01-31,C0252,P070,2,10141.2,20282.4,4469.34,Jaipur,North,Corporate,orders.csv,RetailMart,2026-07-21T13:08:30,2fc1d39d-ac16-489a-a119-f9b46d5cac67
O004630,2026-02-24,C0020,P045,3,7255.16,21765.48,4294.26,Hyderabad,South,Home Office,orders.csv,RetailMart,2026-07-21T13:08:30,9da09cb8-dcc6-43bb-acb3-0cd7040b3bb0
O004631,2025-07-28,C0395,P032,4,19829.84,79319.36,27823.0,Mumbai,West,Consumer,orders.csv,RetailMart,2026-07-21T13:08:30,4ad1aa1d-0580-4d1d-bc6d-e8da0a634fe3
O004632,2025-01-31,C0338,P063,5,13464.38,67321.9,27608.6,Delhi,North,Consumer,orders.csv,RetailMart,2026-07-21T13:08:30,6862903b-ae8f-4a7b-a4d3-1e8c9fc711c8
O004633,2025-04-06,C0169,P097,3,62464.02,187392.06,74559.33,Jaipur,North,Corporate,orders.csv,RetailMart,2026-07-21T13:08:30,050cd358-721f-402d-9593-510eca13ec11
O004634,2025-01-03,C0100,P003,6,20177.37,121064.22,30093.66,Chennai,South,Consumer,orders.csv,RetailMart,2026-07-21T13:08:30,83230c19-f188-481c-9da2-fbfda2a63bf1
O004635,2026-04-29,C0299,P040,1,53827.37,53827.37,20034.44,Hyderabad,South,Consumer,orders.csv,RetailMart,2026-07-21T13:08:30,19c07109-84a8-4db6-9cb2-0e6edc320ce1
O004636,2026-05-14,C0371,P082,7,7760.23,54321.61,11288.06,Pune,West,Corporate,orders.csv,RetailMart,2026-07-21T13:08:30,19962bca-48fc-48b7-943a-8404985242fa
O004637,2025-09-03,C0351,P054,5,64952.37,324761.85,76060.5,Chandigarh,North,Corporate,orders.csv,RetailMart,2026-07-21T13:08:30,15824211-2fa0-43be-aab3-9e50b0bf1231
O004638,2025-01-26,C0091,P039,4,68388.95,273555.8,83753.2,Pune,West,Home Office,orders.csv,RetailMart,2026-07-21T13:08:30,4dfe0542-e3da-46d3-ba2c-b425d7622dd9
O004639,2025-09-29,C0424,P091,3,78868.39,236605.17,57147.42,Hyderabad,South,Home Office,orders.csv,RetailMart,2026-07-21T13:08:30,113f54ec-0b4f-4b49-a883-fd552ef2b9af
O004640,2025-10-09,C0421,P046,5,11748.68,58743.4,11226.0,Ahmedabad,West,Corporate,orders.csv,RetailMart,2026-07-21T13:08:30,e1739e71-3773-457c-bcf3-a00f7ea4a97e
O004641,2025-05-03,C0136,P080,2,9117.15,18234.3,3286.58,Kolkata,East,Corporate,orders.csv,RetailMart,2026-07-21T13:08:30,4e8f9456-91e9-4dfb-8412-f2b3c56cef99
O004642,2026-01-24,C0346,P071,7,54180.31,379262.17,158183.13,Bhopal,Central,Corporate,orders.csv,RetailMart,2026-07-21T13:08:30,65ce0a40-df7b-4362-bd78-f52b280139b5
O004643,2025-01-05,C0013,P085,3,16911.5,50734.5,10356.33,Kolkata,East,Corporate,orders.csv,RetailMart,2026-07-21T13:08:30,f7d82e19-4a98-48a9-8638-37df3a51410e
O004644,2025-09-15,C0290,P018,3,48589.08,145767.24,49212.36,Chandigarh,North,Home Office,orders.csv,RetailMart,2026-07-21T13:08:30,9995cb17-f16a-4cb3-adf0-e69fcaa1b22d
O004645,2026-06-12,C0038,P086,4,55810.37,223241.48,98278.96,Bhopal,Central,Corporate,orders.csv,RetailMart,2026-07-21T13:08:30,b4fb7a77-2323-4476-a980-a0f818453351
O004646,2025-04-27,C0233,P060,6,28412.52,170475.12,35363.52,Bhopal,Central,Consumer,orders.csv,RetailMart,2026-07-21T13:08:30,0de464ff-cc9c-44c5-896a-dcfffa3994d1
O004647,2025-12-16,C0455,P019,7,4262.66,29838.62,10417.4,Hyderabad,South,Corporate,orders.csv,RetailMart,2026-07-21T13:08:30,4a6bf3e8-d72a-4768-94df-ae3894580d7f
O004648,2025-10-30,C0260,P022,4,78617.57,314470.28,133096.24,Pune,West,Corporate,orders.csv,RetailMart,2026-07-21T13:08:30,90bec49d-98a8-4380-bede-d72b8ab36758
O004649,2025-08-02,C0492,P084,4,12225.42,48901.68,11749.72,Chandigarh,North,Home Office,orders.csv,RetailMart,2026-07-21T13:08:30,f327b863-0e18-4677-94ae-b3803c8e0d34
O004650,2025-01-20,C0194,P038,1,72139.76,72139.76,19751.97,Kolkata,East,Consumer,orders.csv,RetailMart,2026-07-21T13:08:30,9f3db68a-4139-4f43-9b69-30553504166f
O004651,2026-01-17,C0376,P026,3,66232.37,198697.11,82195.2,Kolkata,East,Corporate,orders.csv,RetailMart,2026-07-21T13:08:30,cefef137-8d13-49c9-938c-7d3718e503b5
O004652,2025-03-28,C0304,P037,6,27964.43,167786.58,51247.5,Pune,West,Home Office,orders.csv,RetailMart,2026-07-21T13:08:30,acea9a2f-beca-4780-9695-018524bf088d
O004653,2025-02-21,C0237,P011,4,4784.18,19136.72,7709.16,Kolkata,East,Corporate,orders.csv,RetailMart,2026-07-21T13:08:30,dda60ec6-d3ae-41b1-9cc1-09a28907bb8f
O004654,2025-12-02,C0471,P066,2,47040.17,94080.34,18556.62,Ahmedabad,West,Corporate,orders.csv,RetailMart,2026-07-21T13:08:30,4eed9ff6-7c3a-4574-b355-d15c60ebeee8
O004655,2025-10-01,C0175,P052,2,48055.61,96111.22,28395.46,Bengaluru,South,Home Office,orders.csv,RetailMart,2026-07-21T13:08:30,169de5e2-a2c7-44c9-8f5e-91dfb7b3bd1a
O004656,2025-10-01,C0054,P001,5,55441.98,277209.9,59815.65000000002,Delhi,North,Home Office,orders.csv,RetailMart,2026-07-21T13:08:30,3d26360c-6358-4b85-af6e-e46b39535ca9
O004657,2026-05-22,C0147,P006,3,12493.03,37479.09,8520.51,Kolkata,East,Home Office,orders.csv,RetailMart,2026-07-21T13:08:30,0e4505c5-6e3c-4821-b3bc-db3ae5eb2963
O004658,2025-08-20,C0355,P006,7,12493.03,87451.21,19881.19,Kolkata,East,Home Office,orders.csv,RetailMart,2026-07-21T13:08:30,6fd205cb-893c-4aff-bbb9-d0188eb525d8
O004659,2026-03-07,C0288,P001,3,55441.98,166325.94,35889.390000000014,Ahmedabad,West,Home Office,orders.csv,RetailMart,2026-07-21T13:08:30,fe7abcf0-772d-410b-9efb-247762640db6
O004660,2026-05-21,C0166,P017,1,20184.37,20184.37,7723.86,Mumbai,West,Corporate,orders.csv,RetailMart,2026-07-21T13:08:30,982f1432-d18d-42df-8fc8-e4f4de124f87
O004661,2026-03-25,C0407,P005,7,5732.18,40125.26,11616.36,Bhopal,Central,Consumer,orders.csv,RetailMart,2026-07-21T13:08:30,a82f5c5d-1a6d-43f3-ad88-8ef904e22895
O004662,2025-05-17,C0180,P066,2,47040.17,94080.34,18556.62,Delhi,North,Home Office,orders.csv,RetailMart,2026-07-21T13:08:30,7cb24165-d78a-40aa-b1b2-55808dcd8100
O004663,2025-07-15,C0358,P021,3,70857.3,212571.9,92675.04,Bhopal,Central,Consumer,orders.csv,RetailMart,2026-07-21T13:08:30,57c0f80f-b877-48eb-801f-5cd3a0276f84
O004664,2026-04-17,C0076,P083,5,2542.64,12713.2,4894.3,Bengaluru,South,Consumer,orders.csv,RetailMart,2026-07-21T13:08:30,45113a85-2555-4e39-83a6-eab9338c5b75
O004665,2025-07-13,C0262,P018,2,48589.08,97178.16,32808.24,Ahmedabad,West,Consumer,orders.csv,RetailMart,2026-07-21T13:08:30,86d78699-0b36-4cb1-8bb3-f145253cf9b3
O004666,2025-03-09,C0471,P024,5,83265.14,416325.7,97192.5,Ahmedabad,West,Corporate,orders.csv,RetailMart,2026-07-21T13:08:30,cf1c595c-ffa0-4e32-bd87-3fada9f22e43
O004667,2025-07-09,C0478,P065,4,32631.52,130526.08,33021.12,Mumbai,West,Home Office,orders.csv,RetailMart,2026-07-21T13:08:30,0b3b2f56-a7e0-4e0f-90e4-711d75dc8ee9
O004668,2026-04-19,C0178,P023,5,71716.38,358581.9,73969.6,Kolkata,East,Consumer,orders.csv,RetailMart,2026-07-21T13:08:30,1b136cf1-79f0-4b0c-b17d-3e598142aeba
O004669,2026-02-28,C0121,P075,4,39019.9,156079.6,51596.04,Jaipur,North,Corporate,orders.csv,RetailMart,2026-07-21T13:08:30,f4858d67-018e-47a7-9cc9-d00303a0ad1f
O004670,2026-05-16,C0385,P004,1,69423.02,69423.02,29267.0,Chennai,South,Consumer,orders.csv,RetailMart,2026-07-21T13:08:30,0be075bd-c0ad-41c9-a4dd-6aa00a8bebd5
O004671,2025-10-03,C0078,P058,6,55945.75,335674.5,113114.16,Hyderabad,South,Home Office,orders.csv,RetailMart,2026-07-21T13:08:30,fe33a528-c6d5-4331-be2d-75a8796706a0
O004672,2026-05-07,C0001,P002,5,38624.92,193124.6,73982.8,Chandigarh,North,Consumer,orders.csv,RetailMart,2026-07-21T13:08:30,98273657-5e26-4e45-8b20-315b4723a787
O004673,2026-03-28,C0172,P055,7,41873.65,293115.55,84449.47,Delhi,North,Home Office,orders.csv,RetailMart,2026-07-21T13:08:30,1ea70a90-4c1f-4b95-a0a5-edd5355066e2
O004674,2026-03-12,C0271,P066,7,47040.17,329281.19,64948.17,Hyderabad,South,Corporate,orders.csv,RetailMart,2026-07-21T13:08:30,87ad3bf2-0227-4692-a153-63515a8e433d
O004675,2026-05-19,C0208,P070,3,10141.2,30423.6,6704.01,Delhi,North,Consumer,orders.csv,RetailMart,2026-07-21T13:08:30,4689cd0a-cbb9-4319-8dd8-5afed2587f80
O004676,2025-04-21,C0047,P023,3,71716.38,215149.14,44381.76,Delhi,North,Home Office,orders.csv,RetailMart,2026-07-21T13:08:30,6f2c3fa7-39b4-46a0-8d1d-94121656c719
O004677,2025-10-02,C0298,P072,7,50034.87,350244.09,92728.51,Delhi,North,Home Office,orders.csv,RetailMart,2026-07-21T13:08:30,ad286f82-aa44-46f6-ba85-b9829460dea5
O004678,2026-01-23,C0311,P060,1,28412.52,28412.52,5893.92,Hyderabad,South,Consumer,orders.csv,RetailMart,2026-07-21T13:08:30,b816ada6-ad57-4805-b4e8-a6e679dac975
O004679,2026-03-07,C0012,P055,7,41873.65,293115.55,84449.47,Hyderabad,South,Home Office,orders.csv,RetailMart,2026-07-21T13:08:30,398d6cd0-6a0f-4fed-a9c3-405e31748897
O004680,2026-04-15,C0254,P032,6,19829.84,118979.04,41734.5,Bengaluru,South,Consumer,orders.csv,RetailMart,2026-07-21T13:08:30,4a39e5f0-c64b-4247-b115-22ff5c2b2b7c
O004681,2025-12-13,C0185,P011,5,4784.18,23920.9,9636.45,Hyderabad,South,Home Office,orders.csv,RetailMart,2026-07-21T13:08:30,81dfe34c-660d-4b7e-9ba8-09530f4e2dc5
