order_id,order_date,customer_id,product_id,quantity,unit_price,sales,profit,city,region,segment,processing_timestamp
O001257,2026-04-28,C0070,P025,2,66273.23,132546.46,36653.0,Ahmedabad,West,Consumer,2026-07-21T13:08:31
O001258,2025-09-01,C0160,P038,1,72139.76,72139.76,19751.97,Jaipur,North,Consumer,2026-07-21T13:08:31
O001259,2025-04-10,C0457,P041,5,62487.13,312435.65,123521.65,Jaipur,North,Home Office,2026-07-21T13:08:31
O001260,2025-09-03,C0072,P074,1,70172.93,70172.93,25981.74,Bengaluru,South,Consumer,2026-07-21T13:08:31
O001261,2026-06-12,C0159,P002,4,38624.92,154499.68,59186.24,Chennai,South,Home Office,2026-07-21T13:08:31
O001262,2026-01-31,C0035,P082,4,7760.23,31040.92,6450.32,Delhi,North,Home Office,2026-07-21T13:08:31
O001263,2026-05-12,C0049,P087,1,541.1,541.1,235.95,Mumbai,West,Home Office,2026-07-21T13:08:31
O001264,2025-12-01,C0329,P034,1,32304.09,32304.09,8555.72,Delhi,North,Home Office,2026-07-21T13:08:31
O001265,2025-05-27,C0044,P061,6,64834.23,389005.38,146637.72,Chandigarh,North,Consumer,2026-07-21T13:08:31
O001266,2025-03-04,C0120,P023,2,71716.38,143432.76,29587.84,Pune,West,Corporate,2026-07-21T13:08:31
O001267,2026-03-04,C0125,P066,3,47040.17,141120.51,27834.93,Chennai,South,Home Office,2026-07-21T13:08:31
O001268,2025-06-23,C0410,P077,4,66427.49,265709.96,111635.68,Jaipur,North,Consumer,2026-07-21T13:08:31
O001269,2025-09-06,C0465,P021,4,70857.3,283429.2,123566.72,Kolkata,East,Home Office,2026-07-21T13:08:31
O001270,2026-05-18,C0373,P055,6,41873.65,251241.9,72385.26,Bhopal,Central,Consumer,2026-07-21T13:08:31
O001271,2026-05-17,C0196,P088,2,51535.17,103070.34,24077.22,Bengaluru,South,Corporate,2026-07-21T13:08:31
O001272,2026-06-12,C0089,P086,3,55810.37,167431.11,73709.22,Bengaluru,South,Consumer,2026-07-21T13:08:31
O001273,2025-01-26,C0065,P047,7,68091.08,476637.56,138084.66,Lucknow,North,Consumer,2026-07-21T13:08:31
O001274,2025-08-02,C0133,P001,3,55441.98,166325.94,35889.390000000014,Pune,West,Consumer,2026-07-21T13:08:31
O001275,2025-04-03,C0310,P026,2,66232.37,132464.74,54796.8,Pune,West,Home Office,2026-07-21T13:08:31
O001276,2025-04-17,C0470,P096,2,72358.05,144716.1,59057.56,Delhi,North,Home Office,2026-07-21T13:08:31
O001277,2026-02-21,C0028,P096,5,72358.05,361790.25,147643.9,Kolkata,East,Consumer,2026-07-21T13:08:31
O001278,2026-01-05,C0146,P065,1,32631.52,32631.52,8255.28,Jaipur,North,Consumer,2026-07-21T13:08:31
O001279,2025-12-20,C0290,P034,5,32304.09,161520.45,42778.6,Chandigarh,North,Home Office,2026-07-21T13:08:31
O001280,2026-05-28,C0220,P019,1,4262.66,4262.66,1488.2,Bhopal,Central,Consumer,2026-07-21T13:08:31
O001281,2025-05-20,C0141,P031,5,40661.34,203306.7,68603.8,Kolkata,East,Corporate,2026-07-21T13:08:31
O001282,2025-12-26,C0188,P072,5,50034.87,250174.35,66234.65,Delhi,North,Home Office,2026-07-21T13:08:31
O001283,2025-12-12,C0003,P046,4,11748.68,46994.72,8980.8,Lucknow,North,Consumer,2026-07-21T13:08:31
O001284,2026-01-04,C0076,P001,6,55441.98,332651.88,71778.78000000003,Bengaluru,South,Consumer,2026-07-21T13:08:31
O001285,2025-05-30,C0406,P028,7,72905.03,510335.21,165881.52,Chandigarh,North,Home Office,2026-07-21T13:08:31
O001286,2025-07-01,C0326,P017,7,20184.37,141290.59,54067.02,Delhi,North,Corporate,2026-07-21T13:08:31
O001287,2025-09-06,C0402,P034,6,32304.09,193824.54,51334.32,Bhopal,Central,Consumer,2026-07-21T13:08:31
O001288,2025-04-16,C0032,P020,5,44557.1,222785.5,94137.7,Hyderabad,South,Home Office,2026-07-21T13:08:31
O001289,2025-03-12,C0138,P055,2,41873.65,83747.3,24128.42,Ahmedabad,West,Consumer,2026-07-21T13:08:31
O001290,2026-06-01,C0313,P069,6,61032.2,366193.2,70740.24,Hyderabad,South,Consumer,2026-07-21T13:08:31
O001291,2026-05-08,C0063,P043,2,11298.17,22596.34,6420.02,Chennai,South,Home Office,2026-07-21T13:08:31
O001292,2025-01-24,C0270,P010,5,9887.42,49437.1,21964.4,Chennai,South,Consumer,2026-07-21T13:08:31
O001293,2026-02-21,C0138,P073,4,1124.74,4498.96,1472.68,Ahmedabad,West,Consumer,2026-07-21T13:08:31
O001294,2025-02-01,C0286,P085,4,16911.5,67646.0,13808.44,Hyderabad,South,Corporate,2026-07-21T13:08:31
O001295,2025-07-25,C0036,P078,1,84748.18,84748.18,18018.82,Kolkata,East,Home Office,2026-07-21T13:08:31
O001296,2025-04-05,C0009,P031,5,40661.34,203306.7,68603.8,Lucknow,North,Corporate,2026-07-21T13:08:31
O001297,2025-02-04,C0234,P100,1,4708.17,4708.17,1335.22,Ahmedabad,West,Corporate,2026-07-21T13:08:31
O001298,2025-12-16,C0136,P083,3,2542.64,7627.92,2936.58,Kolkata,East,Corporate,2026-07-21T13:08:31
O001299,2026-01-25,C0017,P074,1,70172.93,70172.93,25981.74,Bengaluru,South,Consumer,2026-07-21T13:08:31
O001300,2025-04-11,C0074,P086,3,55810.37,167431.11,73709.22,Kolkata,East,Home Office,2026-07-21T13:08:31
O001301,2025-11-24,C0169,P001,2,55441.98,110883.96,23926.26000000001,Jaipur,North,Corporate,2026-07-21T13:08:31
O001302,2025-03-09,C0151,P036,6,77896.27,467377.62,149632.92,Pune,West,Home Office,2026-07-21T13:08:31
O001303,2025-07-01,C0198,P019,4,4262.66,17050.64,5952.8,Ahmedabad,West,Consumer,2026-07-21T13:08:31
O001304,2025-02-01,C0024,P008,6,78288.81,469732.86,190385.76,Lucknow,North,Home Office,2026-07-21T13:08:31
O001305,2025-06-20,C0392,P092,4,59364.42,237457.68,53130.04,Kolkata,East,Home Office,2026-07-21T13:08:31
O001306,2026-06-12,C0389,P099,1,83318.99,83318.99,23736.18,Chennai,South,Home Office,2026-07-21T13:08:31
O001307,2026-01-27,C0472,P015,1,74385.42,74385.42,16379.26,Kolkata,East,Corporate,2026-07-21T13:08:31
O001308,2026-01-13,C0039,P061,1,64834.23,64834.23,24439.62,Chennai,South,Consumer,2026-07-21T13:08:31
O001309,2025-04-14,C0116,P010,1,9887.42,9887.42,4392.88,Jaipur,North,Corporate,2026-07-21T13:08:31
O001310,2025-11-27,C0271,P008,6,78288.81,469732.86,190385.76,Hyderabad,South,Corporate,2026-07-21T13:08:31
O001311,2026-01-03,C0149,P099,5,83318.99,416594.95,118680.9,Kolkata,East,Home Office,2026-07-21T13:08:31
O001312,2026-06-23,C0087,P072,4,50034.87,200139.48,52987.72,Hyderabad,South,Corporate,2026-07-21T13:08:31
O001313,2025-01-22,C0239,P068,3,32040.45,96121.35,17648.79,Delhi,North,Home Office,2026-07-21T13:08:31
O001314,2025-07-19,C0064,P087,6,541.1,3246.6,1415.7,Bhopal,Central,Corporate,2026-07-21T13:08:31
O001315,2025-10-05,C0349,P001,1,55441.98,55441.98,11963.130000000005,Hyderabad,South,Consumer,2026-07-21T13:08:31
O001316,2025-05-21,C0313,P094,6,10688.52,64131.12,20122.86,Hyderabad,South,Consumer,2026-07-21T13:08:31
O001317,2025-04-06,C0408,P050,6,50189.25,301135.5,127782.84,Kolkata,East,Corporate,2026-07-21T13:08:31
O001318,2025-02-14,C0014,P006,7,12493.03,87451.21,19881.19,Delhi,North,Home Office,2026-07-21T13:08:31
O001319,2026-04-18,C0470,P073,2,1124.74,2249.48,736.34,Delhi,North,Home Office,2026-07-21T13:08:31
O001320,2025-06-07,C0073,P015,5,74385.42,371927.1,81896.3,Chennai,South,Corporate,2026-07-21T13:08:31
O001321,2025-01-15,C0146,P020,5,44557.1,222785.5,94137.7,Jaipur,North,Consumer,2026-07-21T13:08:31
O001322,2026-01-18,C0123,P056,4,79160.58,316642.32,132252.6,Ahmedabad,West,Home Office,2026-07-21T13:08:31
O001323,2025-08-01,C0109,P065,6,32631.52,195789.12,49531.68,Chennai,South,Consumer,2026-07-21T13:08:31
O001324,2025-02-21,C0129,P056,5,79160.58,395802.9,165315.75,Pune,West,Corporate,2026-07-21T13:08:31
O001325,2026-05-25,C0283,P001,4,55441.98,221767.92,47852.52000000002,Delhi,North,Home Office,2026-07-21T13:08:31
O001326,2026-05-20,C0269,P077,3,66427.49,199282.47,83726.76,Hyderabad,South,Home Office,2026-07-21T13:08:31
O001327,2025-12-22,C0407,P092,6,59364.42,356186.52,79695.06,Bhopal,Central,Consumer,2026-07-21T13:08:31
O001328,2025-08-16,C0263,P093,6,3489.65,20937.9,8281.32,Chandigarh,North,Consumer,2026-07-21T13:08:31
O001329,2025-02-04,C0043,P001,2,55441.98,110883.96,23926.26000000001,Mumbai,West,Consumer,2026-07-21T13:08:31
O001330,2025-02-22,C0106,P011,7,4784.18,33489.26,13491.03,Mumbai,West,Corporate,2026-07-21T13:08:31
O001331,2026-01-19,C0314,P036,2,77896.27,155792.54,49877.64,Pune,West,Corporate,2026-07-21T13:08:31
O001332,2025-11-19,C0486,P080,7,9117.15,63820.05,11503.03,Kolkata,East,Consumer,2026-07-21T13:08:31
O001333,2026-02-14,C0337,P015,6,74385.42,446312.52,98275.56,Mumbai,West,Consumer,2026-07-21T13:08:31
O001334,2025-01-08,C0128,P036,5,77896.27,389481.35,124694.1,Bhopal,Central,Home Office,2026-07-21T13:08:31
O001335,2025-06-30,C0409,P029,1,32781.8,32781.8,9090.98,Bhopal,Central,Home Office,2026-07-21T13:08:31
O001336,2026-03-21,C0418,P028,4,72905.03,291620.12,94789.44,Kolkata,East,Home Office,2026-07-21T13:08:31
O001337,2026-01-16,C0017,P076,3,25719.67,77159.01,15587.73,Bengaluru,South,Consumer,2026-07-21T13:08:31
O001338,2026-03-18,C0095,P014,6,27083.8,162502.8,50989.8,Delhi,North,Consumer,2026-07-21T13:08:31
O001339,2025-04-17,C0491,P068,4,32040.45,128161.8,23531.72,Bhopal,Central,Corporate,2026-07-21T13:08:31
O001340,2025-09-22,C0148,P065,3,32631.52,97894.56,24765.84,Ahmedabad,West,Corporate,2026-07-21T13:08:31
O001341,2025-03-03,C0085,P044,2,8155.53,16311.06,4143.94,Bengaluru,South,Corporate,2026-07-21T13:08:31
O001342,2025-02-24,C0066,P052,3,48055.61,144166.83,42593.19,Bengaluru,South,Corporate,2026-07-21T13:08:31
O001343,2025-03-14,C0258,P017,1,20184.37,20184.37,7723.86,Delhi,North,Corporate,2026-07-21T13:08:31
O001344,2025-06-05,C0225,P096,2,72358.05,144716.1,59057.56,Chennai,South,Home Office,2026-07-21T13:08:31
O001345,2025-06-26,C0122,P036,6,77896.27,467377.62,149632.92,Hyderabad,South,Home Office,2026-07-21T13:08:31
O001346,2025-11-04,C0329,P090,7,4940.14,34580.98,8082.97,Delhi,North,Home Office,2026-07-21T13:08:31
O001347,2025-06-14,C0357,P092,6,59364.42,356186.52,79695.06,Bhopal,Central,Consumer,2026-07-21T13:08:31
O001348,2025-11-01,C0067,P012,7,4613.19,32292.33,9377.41,Mumbai,West,Corporate,2026-07-21T13:08:31
O001349,2026-03-15,C0149,P035,2,25290.75,50581.5,9803.12,Kolkata,East,Home Office,2026-07-21T13:08:31
O001350,2025-09-16,C0307,P088,3,51535.17,154605.51,36115.83,Pune,West,Consumer,2026-07-21T13:08:31
O001351,2025-10-30,C0061,P098,4,23072.83,92291.32,23841.24,Chennai,South,Consumer,2026-07-21T13:08:31
O001352,2025-09-25,C0207,P028,7,72905.03,510335.21,165881.52,Bengaluru,South,Corporate,2026-07-21T13:08:31
O001353,2026-03-16,C0338,P004,2,69423.02,138846.04,58534.0,Delhi,North,Consumer,2026-07-21T13:08:31
O001354,2025-06-18,C0044,P011,6,4784.18,28705.08,11563.74,Chandigarh,North,Consumer,2026-07-21T13:08:31
O001355,2025-01-24,C0137,P057,2,10024.43,20048.86,8547.2,Lucknow,North,Corporate,2026-07-21T13:08:31
O001356,2026-01-16,C0003,P008,2,78288.81,156577.62,63461.92,Lucknow,North,Consumer,2026-07-21T13:08:31
O001357,2025-09-18,C0149,P008,1,78288.81,78288.81,31730.96,Kolkata,East,Home Office,2026-07-21T13:08:31
O001358,2025-05-05,C0421,P034,1,32304.09,32304.09,8555.72,Ahmedabad,West,Corporate,2026-07-21T13:08:31
O001359,2026-02-22,C0250,P019,7,4262.66,29838.62,10417.4,Delhi,North,Consumer,2026-07-21T13:08:31
O001360,2025-03-18,C0173,P096,3,72358.05,217074.15,88586.34,Ahmedabad,West,Consumer,2026-07-21T13:08:31
O001361,2025-11-22,C0470,P096,3,72358.05,217074.15,88586.34,Delhi,North,Home Office,2026-07-21T13:08:31
O001362,2026-01-24,C0087,P065,5,32631.52,163157.6,41276.4,Hyderabad,South,Corporate,2026-07-21T13:08:31
O001363,2026-03-25,C0285,P071,4,54180.31,216721.24,90390.36,Lucknow,North,Consumer,2026-07-21T13:08:31
O001364,2025-10-19,C0090,P049,3,80416.62,241249.86,92057.7,Hyderabad,South,Corporate,2026-07-21T13:08:31
O001365,2025-02-27,C0072,P033,7,31194.05,218358.35,78953.21,Bengaluru,South,Consumer,2026-07-21T13:08:31
O001366,2025-01-19,C0318,P067,4,66343.2,265372.8,85070.6,Ahmedabad,West,Consumer,2026-07-21T13:08:31
O001367,2025-02-21,C0018,P028,1,72905.03,72905.03,23697.36,Delhi,North,Corporate,2026-07-21T13:08:31
O001368,2025-12-16,C0081,P020,6,44557.1,267342.6,112965.24,Delhi,North,Corporate,2026-07-21T13:08:31
O001369,2025-08-19,C0016,P063,1,13464.38,13464.38,5521.72,Lucknow,North,Home Office,2026-07-21T13:08:31
O001370,2025-08-26,C0020,P010,1,9887.42,9887.42,4392.88,Hyderabad,South,Home Office,2026-07-21T13:08:31
O001371,2026-01-30,C0232,P036,5,77896.27,389481.35,124694.1,Kolkata,East,Corporate,2026-07-21T13:08:31
O001372,2025-09-26,C0365,P058,4,55945.75,223783.0,75409.44,Chandigarh,North,Consumer,2026-07-21T13:08:31
O001373,2026-06-13,C0119,P049,1,80416.62,80416.62,30685.9,Ahmedabad,West,Consumer,2026-07-21T13:08:31
O001374,2025-09-29,C0186,P076,7,25719.67,180037.69,36371.37,Hyderabad,South,Home Office,2026-07-21T13:08:31
O001375,2025-01-15,C0431,P048,1,66540.44,66540.44,15658.23,Lucknow,North,Home Office,2026-07-21T13:08:31
O001376,2025-06-24,C0068,P095,4,63361.38,253445.52,70938.6,Kolkata,East,Corporate,2026-07-21T13:08:31
O001377,2026-07-01,C0224,P026,7,66232.37,463626.59,191788.8,Kolkata,East,Home Office,2026-07-21T13:08:31
O001378,2025-01-26,C0043,P072,3,50034.87,150104.61,39740.79,Mumbai,West,Consumer,2026-07-21T13:08:31
O001379,2025-01-14,C0462,P007,2,26433.62,52867.24,21736.6,Pune,West,Consumer,2026-07-21T13:08:31
O001380,2025-02-09,C0236,P060,3,28412.52,85237.56,17681.76,Pune,West,Consumer,2026-07-21T13:08:31
O001381,2026-05-28,C0059,P094,6,10688.52,64131.12,20122.86,Kolkata,East,Consumer,2026-07-21T13:08:31
O001382,2025-12-04,C0266,P055,6,41873.65,251241.9,72385.26,Pune,West,Corporate,2026-07-21T13:08:31
O001383,2025-02-04,C0219,P030,4,22708.06,90832.24,37446.72,Chennai,South,Home Office,2026-07-21T13:08:31
O001384,2025-02-25,C0097,P074,7,70172.93,491210.51,181872.18,Lucknow,North,Home Office,2026-07-21T13:08:31
O001385,2025-06-20,C0049,P001,6,55441.98,332651.88,71778.78000000003,Mumbai,West,Home Office,2026-07-21T13:08:31
O001386,2025-08-26,C0164,P002,7,38624.92,270374.44,103575.92,Kolkata,East,Corporate,2026-07-21T13:08:31
O001387,2026-03-15,C0399,P071,1,54180.31,54180.31,22597.59,Hyderabad,South,Home Office,2026-07-21T13:08:31
O001388,2026-04-09,C0276,P061,2,64834.23,129668.46,48879.24,Bhopal,Central,Corporate,2026-07-21T13:08:31
O001389,2026-04-10,C0466,P041,1,62487.13,62487.13,24704.33,Ahmedabad,West,Corporate,2026-07-21T13:08:31
O001390,2025-05-03,C0444,P051,5,52404.79,262023.95,105792.5,Bengaluru,South,Corporate,2026-07-21T13:08:31
O001391,2025-05-31,C0034,P095,4,63361.38,253445.52,70938.6,Mumbai,West,Home Office,2026-07-21T13:08:31
O001392,2025-05-13,C0347,P003,1,20177.37,20177.37,5015.61,Chennai,South,Corporate,2026-07-21T13:08:31
O001393,2025-07-12,C0226,P037,2,27964.43,55928.86,17082.5,Jaipur,North,Home Office,2026-07-21T13:08:31
O001394,2026-04-29,C0167,P053,4,39651.46,158605.84,48991.68,Chandigarh,North,Home Office,2026-07-21T13:08:31
O001395,2025-10-12,C0404,P030,7,22708.06,158956.42,65531.76,Chandigarh,North,Consumer,2026-07-21T13:08:31
O001396,2026-03-26,C0094,P035,6,25290.75,151744.5,29409.36,Bhopal,Central,Corporate,2026-07-21T13:08:31
O001397,2025-02-26,C0188,P001,2,55441.98,110883.96,23926.26000000001,Delhi,North,Home Office,2026-07-21T13:08:31
O001398,2026-01-03,C0350,P051,4,52404.79,209619.16,84634.0,Pune,West,Corporate,2026-07-21T13:08:31
O001399,2025-11-19,C0415,P080,1,9117.15,9117.15,1643.29,Ahmedabad,West,Home Office,2026-07-21T13:08:31
O001400,2025-08-03,C0442,P078,3,84748.18,254244.54,54056.46,Chandigarh,North,Consumer,2026-07-21T13:08:31
O001401,2025-03-05,C0446,P004,4,69423.02,277692.08,117068.0,Ahmedabad,West,Consumer,2026-07-21T13:08:31
O001402,2025-06-29,C0448,P004,1,69423.02,69423.02,29267.0,Bhopal,Central,Home Office,2026-07-21T13:08:31
O001403,2025-07-14,C0101,P050,3,50189.25,150567.75,63891.42,Hyderabad,South,Consumer,2026-07-21T13:08:31
O001404,2025-09-20,C0283,P057,7,10024.43,70171.01,29915.2,Delhi,North,Home Office,2026-07-21T13:08:31
O001405,2025-12-31,C0283,P068,2,32040.45,64080.9,11765.86,Delhi,North,Home Office,2026-07-21T13:08:31
O001406,2025-07-09,C0431,P032,2,19829.84,39659.68,13911.5,Lucknow,North,Home Office,2026-07-21T13:08:31
O001407,2025-11-23,C0138,P059,7,65835.37,460847.59,123860.87,Ahmedabad,West,Consumer,2026-07-21T13:08:31
O001408,2025-06-30,C0063,P032,5,19829.84,99149.2,34778.75,Chennai,South,Home Office,2026-07-21T13:08:31
O001409,2025-12-21,C0294,P070,3,10141.2,30423.6,6704.01,Bhopal,Central,Consumer,2026-07-21T13:08:31
O001410,2025-08-30,C0200,P014,3,27083.8,81251.4,25494.9,Bengaluru,South,Corporate,2026-07-21T13:08:31
O001411,2025-01-20,C0002,P090,4,4940.14,19760.56,4618.84,Pune,West,Consumer,2026-07-21T13:08:31
O001412,2025-03-31,C0434,P086,1,55810.37,55810.37,24569.74,Bengaluru,South,Consumer,2026-07-21T13:08:31
O001413,2025-08-21,C0182,P051,6,52404.79,314428.74,126951.0,Bengaluru,South,Home Office,2026-07-21T13:08:31
O001414,2026-05-16,C0306,P002,5,38624.92,193124.6,73982.8,Jaipur,North,Consumer,2026-07-21T13:08:31
O001415,2026-06-06,C0264,P046,3,11748.68,35246.04,6735.6,Pune,West,Home Office,2026-07-21T13:08:31
O001416,2026-04-19,C0017,P029,1,32781.8,32781.8,9090.98,Bengaluru,South,Consumer,2026-07-21T13:08:31
O001417,2025-11-01,C0242,P093,5,3489.65,17448.25,6901.1,Jaipur,North,Home Office,2026-07-21T13:08:31
O001418,2026-01-10,C0259,P021,4,70857.3,283429.2,123566.72,Delhi,North,Home Office,2026-07-21T13:08:31
O001419,2026-06-01,C0483,P055,7,41873.65,293115.55,84449.47,Bengaluru,South,Consumer,2026-07-21T13:08:31
O001420,2025-05-27,C0262,P044,1,8155.53,8155.53,2071.97,Ahmedabad,West,Consumer,2026-07-21T13:08:31
O001421,2026-01-18,C0440,P014,3,27083.8,81251.4,25494.9,Chandigarh,North,Consumer,2026-07-21T13:08:31
O001422,2025-01-16,C0121,P098,5,23072.83,115364.15,29801.55,Jaipur,North,Corporate,2026-07-21T13:08:31
O001423,2026-05-23,C0124,P075,7,39019.9,273139.3,90293.07,Bengaluru,South,Home Office,2026-07-21T13:08:31
O001424,2025-03-02,C0426,P008,6,78288.81,469732.86,190385.76,Bhopal,Central,Consumer,2026-07-21T13:08:31
O001425,2025-12-21,C0039,P070,4,10141.2,40564.8,8938.68,Chennai,South,Consumer,2026-07-21T13:08:31
O001426,2026-04-02,C0426,P007,4,26433.62,105734.48,43473.2,Bhopal,Central,Consumer,2026-07-21T13:08:31
O001427,2026-05-12,C0221,P053,4,39651.46,158605.84,48991.68,Chandigarh,North,Consumer,2026-07-21T13:08:31
O001428,2026-03-21,C0025,P088,6,51535.17,309211.02,72231.66,Hyderabad,South,Consumer,2026-07-21T13:08:31
O001429,2025-05-18,C0207,P052,3,48055.61,144166.83,42593.19,Bengaluru,South,Corporate,2026-07-21T13:08:31
O001430,2025-02-25,C0438,P051,6,52404.79,314428.74,126951.0,Hyderabad,South,Corporate,2026-07-21T13:08:31
O001431,2025-03-15,C0395,P066,7,47040.17,329281.19,64948.17,Mumbai,West,Consumer,2026-07-21T13:08:31
O001432,2025-01-30,C0271,P052,4,48055.61,192222.44,56790.92,Hyderabad,South,Corporate,2026-07-21T13:08:31
O001433,2025-05-07,C0237,P030,5,22708.06,113540.3,46808.4,Kolkata,East,Corporate,2026-07-21T13:08:31
O001434,2026-03-07,C0218,P063,1,13464.38,13464.38,5521.72,Pune,West,Consumer,2026-07-21T13:08:31
O001435,2026-04-11,C0358,P006,1,12493.03,12493.03,2840.17,Bhopal,Central,Consumer,2026-07-21T13:08:31
O001436,2025-07-07,C0142,P087,4,541.1,2164.4,943.8,Bhopal,Central,Corporate,2026-07-21T13:08:31
O001437,2025-08-09,C0137,P066,1,47040.17,47040.17,9278.31,Lucknow,North,Corporate,2026-07-21T13:08:31
O001438,2025-10-17,C0173,P001,3,55441.98,166325.94,35889.390000000014,Ahmedabad,West,Consumer,2026-07-21T13:08:31
O001439,2026-04-26,C0339,P001,7,55441.98,388093.86,83741.91000000003,Hyderabad,South,Corporate,2026-07-21T13:08:31
O001440,2026-03-26,C0346,P093,3,3489.65,10468.95,4140.66,Bhopal,Central,Corporate,2026-07-21T13:08:31
O001441,2025-11-02,C0364,P057,2,10024.43,20048.86,8547.2,Chandigarh,North,Consumer,2026-07-21T13:08:31
O001442,2025-05-16,C0451,P099,4,83318.99,333275.96,94944.72,Ahmedabad,West,Consumer,2026-07-21T13:08:31
O001443,2025-11-04,C0374,P008,2,78288.81,156577.62,63461.92,Lucknow,North,Home Office,2026-07-21T13:08:31
O001444,2025-06-26,C0496,P033,4,31194.05,124776.2,45116.12,Bhopal,Central,Home Office,2026-07-21T13:08:31
O001445,2025-11-23,C0221,P001,5,55441.98,277209.9,59815.65000000002,Chandigarh,North,Consumer,2026-07-21T13:08:31
O001446,2025-04-13,C0158,P027,6,45602.9,273617.4,85138.74,Kolkata,East,Consumer,2026-07-21T13:08:31
O001447,2025-07-19,C0024,P005,7,5732.18,40125.26,11616.36,Lucknow,North,Home Office,2026-07-21T13:08:31
O001448,2025-07-04,C0051,P088,2,51535.17,103070.34,24077.22,Lucknow,North,Corporate,2026-07-21T13:08:31
O001449,2026-02-18,C0011,P068,5,32040.45,160202.25,29414.65,Delhi,North,Corporate,2026-07-21T13:08:31
O001450,2026-03-26,C0132,P033,7,31194.05,218358.35,78953.21,Lucknow,North,Home Office,2026-07-21T13:08:31
O001451,2025-11-02,C0019,P070,6,10141.2,60847.2,13408.02,Bhopal,Central,Corporate,2026-07-21T13:08:31
O001452,2025-01-20,C0320,P001,1,55441.98,55441.98,11963.130000000005,Pune,West,Consumer,2026-07-21T13:08:31
O001453,2026-03-04,C0080,P100,5,4708.17,23540.85,6676.1,Jaipur,North,Consumer,2026-07-21T13:08:31
O001454,2026-05-09,C0148,P094,2,10688.52,21377.04,6707.62,Ahmedabad,West,Corporate,2026-07-21T13:08:31
O001455,2026-03-10,C0016,P003,1,20177.37,20177.37,5015.61,Lucknow,North,Home Office,2026-07-21T13:08:31
O001456,2026-03-08,C0129,P046,4,11748.68,46994.72,8980.8,Pune,West,Corporate,2026-07-21T13:08:31
O001457,2025-06-07,C0175,P001,3,55441.98,166325.94,35889.390000000014,Bengaluru,South,Home Office,2026-07-21T13:08:31
O001458,2026-03-10,C0366,P076,1,25719.67,25719.67,5195.91,Bhopal,Central,Consumer,2026-07-21T13:08:31
O001459,2025-06-14,C0036,P062,3,31007.19,93021.57,33962.28,Kolkata,East,Home Office,2026-07-21T13:08:31
O001460,2026-06-13,C0242,P032,6,19829.84,118979.04,41734.5,Jaipur,North,Home Office,2026-07-21T13:08:31
O001461,2025-09-02,C0408,P044,4,8155.53,32622.12,8287.88,Kolkata,East,Corporate,2026-07-21T13:08:31
O001462,2025-08-12,C0397,P056,4,79160.58,316642.32,132252.6,Chandigarh,North,Consumer,2026-07-21T13:08:31
O001463,2025-08-25,C0188,P056,5,79160.58,395802.9,165315.75,Delhi,North,Home Office,2026-07-21T13:08:31
O001464,2026-05-13,C0404,P083,4,2542.64,10170.56,3915.44,Chandigarh,North,Consumer,2026-07-21T13:08:31
O001465,2025-11-05,C0087,P094,3,10688.52,32065.56,10061.43,Hyderabad,South,Corporate,2026-07-21T13:08:31
O001466,2026-01-21,C0142,P045,3,7255.16,21765.48,4294.26,Bhopal,Central,Corporate,2026-07-21T13:08:31
O001467,2025-11-04,C0041,P084,7,12225.42,85577.94,20562.01,Ahmedabad,West,Home Office,2026-07-21T13:08:31
O001468,2026-02-15,C0274,P070,2,10141.2,20282.4,4469.34,Delhi,North,Home Office,2026-07-21T13:08:31
O001469,2026-02-13,C0110,P068,3,32040.45,96121.35,17648.79,Mumbai,West,Consumer,2026-07-21T13:08:31
O001470,2025-09-30,C0396,P021,5,70857.3,354286.5,154458.4,Chennai,South,Corporate,2026-07-21T13:08:31
O001471,2025-01-02,C0148,P059,7,65835.37,460847.59,123860.87,Ahmedabad,West,Corporate,2026-07-21T13:08:31
O001472,2025-11-30,C0479,P086,4,55810.37,223241.48,98278.96,Kolkata,East,Consumer,2026-07-21T13:08:31
O001473,2026-03-23,C0185,P013,5,57886.28,289431.4,99483.3,Hyderabad,South,Home Office,2026-07-21T13:08:31
O001474,2026-02-19,C0116,P072,6,50034.87,300209.22,79481.58,Jaipur,North,Corporate,2026-07-21T13:08:31
O001475,2026-04-13,C0171,P040,3,53827.37,161482.11,60103.32,Chennai,South,Corporate,2026-07-21T13:08:31
O001476,2025-11-09,C0451,P042,7,59082.26,413575.82,89996.55,Ahmedabad,West,Consumer,2026-07-21T13:08:31
O001477,2025-12-19,C0193,P001,5,55441.98,277209.9,59815.65000000002,Delhi,North,Consumer,2026-07-21T13:08:31
O001478,2025-11-07,C0485,P072,1,50034.87,50034.87,13246.93,Hyderabad,South,Home Office,2026-07-21T13:08:31
O001479,2026-03-20,C0372,P050,4,50189.25,200757.0,85188.56,Jaipur,North,Home Office,2026-07-21T13:08:31
O001480,2025-06-02,C0306,P069,4,61032.2,244128.8,47160.16,Jaipur,North,Consumer,2026-07-21T13:08:31
O001481,2026-01-22,C0260,P096,5,72358.05,361790.25,147643.9,Pune,West,Corporate,2026-07-21T13:08:31
O001482,2026-06-16,C0063,P099,2,83318.99,166637.98,47472.36,Chennai,South,Home Office,2026-07-21T13:08:31
O001483,2026-02-18,C0223,P092,7,59364.42,415550.94,92977.57,Chandigarh,North,Corporate,2026-07-21T13:08:31
